name	class_name	signature	hover
take_connection	DTLSServer	take_connection(udp_peer: PacketPeerUDP) -> PacketPeerDTLS	Try to initiate the DTLS handshake with the given [param udp_peer] which must be already connected (see [method PacketPeerUDP.connect_to_host]). [b]Note:[/b] You must check that the state of the return PacketPeerUDP is [constant PacketPeerDTLS.STATUS_HANDSHAKING], as it is normal that 50% of the new connections will be invalid due to cookie exchange.
take_connection	TCPServer	take_connection() -> StreamPeerTCP	If a connection is available, returns a StreamPeerTCP with the connection.
take_connection	UDPServer	take_connection() -> PacketPeerUDP	Returns the first pending connection (connected to the appropriate address/port). Will return [code]null[/code] if no new connection is available. See also [method is_connection_available], [method PacketPeerUDP.connect_to_host].
take_connection	UDSServer	take_connection() -> StreamPeerUDS	If a connection is available, returns a StreamPeerUDS with the connection.
take_over_path	Resource	take_over_path(path: String) -> void	Sets the [member resource_path] to [param path], potentially overriding an existing cache entry for this path. Further attempts to load an overridden resource by path will instead return this resource.
take_socket_connection	SocketServer	take_socket_connection() -> StreamPeerSocket	If a connection is available, returns a StreamPeerSocket with the connection.
tdotx	Basis	tdotx(with: Vector3) -> float	Returns the transposed dot product between [param with] and the [member x] axis (see [method transposed]). This is equivalent to [code]basis.x.dot(vector)[/code].
tdoty	Basis	tdoty(with: Vector3) -> float	Returns the transposed dot product between [param with] and the [member y] axis (see [method transposed]). This is equivalent to [code]basis.y.dot(vector)[/code].
tdotz	Basis	tdotz(with: Vector3) -> float	Returns the transposed dot product between [param with] and the [member z] axis (see [method transposed]). This is equivalent to [code]basis.z.dot(vector)[/code].
tessellate	Curve2D	tessellate(max_stages: int = 5, tolerance_degrees: float = 4) -> PackedVector2Array	Returns a list of points along the curve, with a curvature controlled point density. That is, the curvier parts will have more points than the straighter parts. This approximation makes straight segments between each point, then subdivides those segments until the resulting shape is similar enough. [param max_stages] controls how many subdivisions a curve segment may face before it is considered approximate enough. Each subdivision splits the segment in half, so the default 5 stages may mean up to 32 subdivisions per curve segment. Increase with care! [param tolerance_degrees] controls how many degrees the midpoint of a segment may deviate from the real curve, before the segment has to be subdivided.
tessellate	Curve3D	tessellate(max_stages: int = 5, tolerance_degrees: float = 4) -> PackedVector3Array	Returns a list of points along the curve, with a curvature controlled point density. That is, the curvier parts will have more points than the straighter parts. This approximation makes straight segments between each point, then subdivides those segments until the resulting shape is similar enough. [param max_stages] controls how many subdivisions a curve segment may face before it is considered approximate enough. Each subdivision splits the segment in half, so the default 5 stages may mean up to 32 subdivisions per curve segment. Increase with care! [param tolerance_degrees] controls how many degrees the midpoint of a segment may deviate from the real curve, before the segment has to be subdivided.
tessellate_even_length	Curve2D	tessellate_even_length(max_stages: int = 5, tolerance_length: float = 20.0) -> PackedVector2Array	Returns a list of points along the curve, with almost uniform density. [param max_stages] controls how many subdivisions a curve segment may face before it is considered approximate enough. Each subdivision splits the segment in half, so the default 5 stages may mean up to 32 subdivisions per curve segment. Increase with care! [param tolerance_length] controls the maximal distance between two neighboring points, before the segment has to be subdivided.
tessellate_even_length	Curve3D	tessellate_even_length(max_stages: int = 5, tolerance_length: float = 0.2) -> PackedVector3Array	Returns a list of points along the curve, with almost uniform density. [param max_stages] controls how many subdivisions a curve segment may face before it is considered approximate enough. Each subdivision splits the segment in half, so the default 5 stages may mean up to 32 subdivisions per curve segment. Increase with care! [param tolerance_length] controls the maximal distance between two neighboring points, before the segment has to be subdivided.
test_mask	StyleBox	test_mask(point: Vector2, rect: Rect2) -> bool	Test a position in a rectangle, return whether it passes the mask test.
test_move	PhysicsBody2D	test_move(from: Transform2D, motion: Vector2, collision: KinematicCollision2D = null, safe_margin: float = 0.08, recovery_as_collision: bool = false) -> bool	Checks for collisions without moving the body. In order to be frame rate independent in [method Node._physics_process] or [method Node._process], [param motion] should be computed using [code]delta[/code]. Virtually sets the node's position, scale and rotation to that of the given [Transform2D], then tries to move the body along the vector [param motion]. Returns [code]true[/code] if a collision would stop the body from moving along the whole path. [param collision] is an optional object of type [KinematicCollision2D], which contains additional information about the collision when stopped, or when touching another body along the motion. [param safe_margin] is the extra margin used for collision recovery (see [member CharacterBody2D.safe_margin] for more details). If [param recovery_as_collision] is [code]true[/code], any depenetration from the recovery phase is also reported as a collision; this is useful for checking whether the body would [i]touch[/i] any other bodies.
test_move	PhysicsBody3D	test_move(from: Transform3D, motion: Vector3, collision: KinematicCollision3D = null, safe_margin: float = 0.001, recovery_as_collision: bool = false, max_collisions: int = 1) -> bool	Checks for collisions without moving the body. In order to be frame rate independent in [method Node._physics_process] or [method Node._process], [param motion] should be computed using [code]delta[/code]. Virtually sets the node's position, scale and rotation to that of the given [Transform3D], then tries to move the body along the vector [param motion]. Returns [code]true[/code] if a collision would stop the body from moving along the whole path. [param collision] is an optional object of type [KinematicCollision3D], which contains additional information about the collision when stopped, or when touching another body along the motion. [param safe_margin] is the extra margin used for collision recovery (see [member CharacterBody3D.safe_margin] for more details). If [param recovery_as_collision] is [code]true[/code], any depenetration from the recovery phase is also reported as a collision; this is useful for checking whether the body would [i]touch[/i] any other bodies. [param max_collisions] allows to retrieve more than one collision result.
tetrahedralize_delaunay	Geometry3D	tetrahedralize_delaunay(points: PackedVector3Array) -> PackedInt32Array	Tetrahedralizes the volume specified by a discrete set of [param points] in 3D space, ensuring that no point lies within the circumsphere of any resulting tetrahedron. The method returns a [PackedInt32Array] where each tetrahedron consists of four consecutive point indices into the [param points] array (resulting in an array with [code]n * 4[/code] elements, where [code]n[/code] is the number of tetrahedra found). If the tetrahedralization is unsuccessful, an empty [PackedInt32Array] is returned.
text_to_id	ResourceUID	text_to_id(text_id: String) -> int	Extracts the UID value from the given [code]uid://[/code] string.
texture_2d_create	RenderingServer	texture_2d_create(image: Image) -> RID	Creates a 2-dimensional texture and adds it to the RenderingServer. It can be accessed with the RID that is returned. This RID will be used in all [code]texture_2d_*[/code] RenderingServer functions. Once finished with your RID, you will want to free the RID using the RenderingServer's [method free_rid] method. [b]Note:[/b] The equivalent resource is [Texture2D]. [b]Note:[/b] Not to be confused with [method RenderingDevice.texture_create], which creates the graphics API's own texture type as opposed to the Godot-specific [Texture2D] resource.
texture_2d_get	RenderingServer	texture_2d_get(texture: RID) -> Image	Returns an [Image] instance from the given [param texture] [RID]. [b]Example:[/b] Get the test texture from [method get_test_texture] and apply it to a [Sprite2D] node: [codeblock] var texture_rid = RenderingServer.get_test_texture() var texture = ImageTexture.create_from_image(RenderingServer.texture_2d_get(texture_rid)) $Sprite2D.texture = texture [/codeblock]
texture_2d_layer_get	RenderingServer	texture_2d_layer_get(texture: RID, layer: int) -> Image	Returns an [Image] instance from the given [param texture] [RID] and [param layer].
texture_2d_layered_create	RenderingServer	texture_2d_layered_create(layers: typedarray::Image, layered_type: enum::RenderingServer.TextureLayeredType) -> RID	Creates a 2-dimensional layered texture and adds it to the RenderingServer. It can be accessed with the RID that is returned. This RID will be used in all [code]texture_2d_layered_*[/code] RenderingServer functions. Once finished with your RID, you will want to free the RID using the RenderingServer's [method free_rid] method. [b]Note:[/b] The equivalent resource is [TextureLayered].
texture_2d_layered_placeholder_create	RenderingServer	texture_2d_layered_placeholder_create(layered_type: enum::RenderingServer.TextureLayeredType) -> RID	Creates a placeholder for a 2-dimensional layered texture and adds it to the RenderingServer. It can be accessed with the RID that is returned. This RID will be used in all [code]texture_2d_layered_*[/code] RenderingServer functions, although it does nothing when used. See also [method texture_2d_placeholder_create]. [b]Note:[/b] The equivalent resource is [PlaceholderTextureLayered].
texture_2d_placeholder_create	RenderingServer	texture_2d_placeholder_create() -> RID	Creates a placeholder for a 2-dimensional layered texture and adds it to the RenderingServer. It can be accessed with the RID that is returned. This RID will be used in all [code]texture_2d_layered_*[/code] RenderingServer functions, although it does nothing when used. See also [method texture_2d_layered_placeholder_create]. Once finished with your RID, you will want to free the RID using the RenderingServer's [method free_rid] method. [b]Note:[/b] The equivalent resource is [PlaceholderTexture2D].
texture_2d_update	RenderingServer	texture_2d_update(texture: RID, image: Image, layer: int) -> void	Updates the texture specified by the [param texture] [RID] with the data in [param image]. A [param layer] must also be specified, which should be [code]0[/code] when updating a single-layer texture ([Texture2D]). [b]Note:[/b] The [param image] must have the same width, height and format as the current [param texture] data. Otherwise, an error will be printed and the original texture won't be modified. If you need to use different width, height or format, use [method texture_replace] instead.
texture_3d_create	RenderingServer	texture_3d_create(format: enum::Image.Format, width: int, height: int, depth: int, mipmaps: bool, data: typedarray::Image) -> RID	[b]Note:[/b] The equivalent resource is [Texture3D].
texture_3d_get	RenderingServer	texture_3d_get(texture: RID) -> typedarray::Image	Returns 3D texture data as an array of [Image]s for the specified texture [RID].
texture_3d_placeholder_create	RenderingServer	texture_3d_placeholder_create() -> RID	Creates a placeholder for a 3-dimensional texture and adds it to the RenderingServer. It can be accessed with the RID that is returned. This RID will be used in all [code]texture_3d_*[/code] RenderingServer functions, although it does nothing when used. Once finished with your RID, you will want to free the RID using the RenderingServer's [method free_rid] method. [b]Note:[/b] The equivalent resource is [PlaceholderTexture3D].
texture_3d_update	RenderingServer	texture_3d_update(texture: RID, data: typedarray::Image) -> void	Updates the texture specified by the [param texture] [RID]'s data with the data in [param data]. All the texture's layers must be replaced at once. [b]Note:[/b] The [param texture] must have the same width, height, depth and format as the current texture data. Otherwise, an error will be printed and the original texture won't be modified. If you need to use different width, height, depth or format, use [method texture_replace] instead.
texture_buffer_create	RenderingDevice	texture_buffer_create(size_bytes: int, format: enum::RenderingDevice.DataFormat, data: PackedByteArray = PackedByteArray()) -> RID	Creates a new texture buffer. It can be accessed with the RID that is returned. Once finished with your RID, you will want to free the RID using the RenderingDevice's [method free_rid] method.
texture_clear	RenderingDevice	texture_clear(texture: RID, color: Color, base_mipmap: int, mipmap_count: int, base_layer: int, layer_count: int) -> enum::Error	Clears the specified [param texture] by replacing all of its pixels with the specified [param color]. [param base_mipmap] and [param mipmap_count] determine which mipmaps of the texture are affected by this clear operation, while [param base_layer] and [param layer_count] determine which layers of a 3D texture (or texture array) are affected by this clear operation. For 2D textures (which only have one layer by design), [param base_layer] must be [code]0[/code] and [param layer_count] must be [code]1[/code]. [b]Note:[/b] [param texture] can't be cleared while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to clear this texture.
texture_copy	RenderingDevice	texture_copy(from_texture: RID, to_texture: RID, from_pos: Vector3, to_pos: Vector3, size: Vector3, src_mipmap: int, dst_mipmap: int, src_layer: int, dst_layer: int) -> enum::Error	Copies the [param from_texture] to [param to_texture] with the specified [param from_pos], [param to_pos] and [param size] coordinates. The Z axis of the [param from_pos], [param to_pos] and [param size] must be [code]0[/code] for 2-dimensional textures. Source and destination mipmaps/layers must also be specified, with these parameters being [code]0[/code] for textures without mipmaps or single-layer textures. Returns [constant @GlobalScope.OK] if the texture copy was successful or [constant @GlobalScope.ERR_INVALID_PARAMETER] otherwise. [b]Note:[/b] [param from_texture] texture can't be copied while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to copy this texture. [b]Note:[/b] [param from_texture] texture requires the [constant TEXTURE_USAGE_CAN_COPY_FROM_BIT] to be retrieved. [b]Note:[/b] [param to_texture] can't be copied while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to copy this texture. [b]Note:[/b] [param to_texture] requires the [constant TEXTURE_USAGE_CAN_COPY_TO_BIT] to be retrieved. [b]Note:[/b] [param from_texture] and [param to_texture] must be of the same type (color or depth).
texture_create	RenderingDevice	texture_create(format: RDTextureFormat, view: RDTextureView, data: typedarray::PackedByteArray = []) -> RID	Creates a new texture. It can be accessed with the RID that is returned. Once finished with your RID, you will want to free the RID using the RenderingDevice's [method free_rid] method. [b]Note:[/b] [param data] takes an [Array] of [PackedByteArray]s. For [constant TEXTURE_TYPE_1D], [constant TEXTURE_TYPE_2D], and [constant TEXTURE_TYPE_3D] types, this array should only have one element, a [PackedByteArray] containing all the data for the texture. For [code]_ARRAY[/code] and [code]_CUBE[/code] types, the length should be the same as the number of [member RDTextureFormat.array_layers] in [param format]. [b]Note:[/b] Not to be confused with [method RenderingServer.texture_2d_create], which creates the Godot-specific [Texture2D] resource as opposed to the graphics API's own texture type.
texture_create_from_extension	RenderingDevice	texture_create_from_extension(type: enum::RenderingDevice.TextureType, format: enum::RenderingDevice.DataFormat, samples: enum::RenderingDevice.TextureSamples, usage_flags: bitfield::RenderingDevice.TextureUsageBits, image: int, width: int, height: int, depth: int, layers: int, mipmaps: int = 1) -> RID	Returns an RID for an existing [param image] ([code]VkImage[/code]) with the given [param type], [param format], [param samples], [param usage_flags], [param width], [param height], [param depth], [param layers], and [param mipmaps]. This can be used to allow Godot to render onto foreign images.
texture_create_from_native_handle	RenderingServer	texture_create_from_native_handle(type: enum::RenderingServer.TextureType, format: enum::Image.Format, native_handle: int, width: int, height: int, depth: int, layers: int = 1, layered_type: enum::RenderingServer.TextureLayeredType = 0) -> RID	Creates a texture based on a native handle that was created outside of Godot's renderer. [b]Note:[/b] If using only the rendering device renderer, it's recommend to use [method RenderingDevice.texture_create_from_extension] together with [method RenderingServer.texture_rd_create], rather than this method. This way, the texture's format and usage can be controlled more effectively.
texture_create_shared	RenderingDevice	texture_create_shared(view: RDTextureView, with_texture: RID) -> RID	Creates a shared texture using the specified [param view] and the texture information from [param with_texture]. This will be freed automatically when the [param with_texture] is freed.
texture_create_shared_from_slice	RenderingDevice	texture_create_shared_from_slice(view: RDTextureView, with_texture: RID, layer: int, mipmap: int, mipmaps: int = 1, slice_type: enum::RenderingDevice.TextureSliceType = 0) -> RID	Creates a shared texture using the specified [param view] and the texture information from [param with_texture]'s [param layer] and [param mipmap]. The number of included mipmaps from the original texture can be controlled using the [param mipmaps] parameter. Only relevant for textures with multiple layers, such as 3D textures, texture arrays and cubemaps. For single-layer textures, use [method texture_create_shared]. For 2D textures (which only have one layer), [param layer] must be [code]0[/code]. [b]Note:[/b] Layer slicing is only supported for 2D texture arrays, not 3D textures or cubemaps. This will be freed automatically when the [param with_texture] is freed.
texture_get_data	RenderingDevice	texture_get_data(texture: RID, layer: int) -> PackedByteArray	Returns the [param texture] data for the specified [param layer] as raw binary data. For 2D textures (which only have one layer), [param layer] must be [code]0[/code]. [b]Note:[/b] [param texture] can't be retrieved while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to retrieve this texture. Otherwise, an error is printed and an empty [PackedByteArray] is returned. [b]Note:[/b] [param texture] requires the [constant TEXTURE_USAGE_CAN_COPY_FROM_BIT] to be retrieved. Otherwise, an error is printed and an empty [PackedByteArray] is returned. [b]Note:[/b] This method will block the GPU from working until the data is retrieved. Refer to [method texture_get_data_async] for an alternative that returns the data in more performant way.
texture_get_data_async	RenderingDevice	texture_get_data_async(texture: RID, layer: int, callback: Callable) -> enum::Error	Asynchronous version of [method texture_get_data]. RenderingDevice will call [param callback] in a certain amount of frames with the data the texture had at the time of the request. [b]Note:[/b] At the moment, the delay corresponds to the amount of frames specified by [member ProjectSettings.rendering/rendering_device/vsync/frame_queue_size]. [b]Note:[/b] Downloading large textures can have a prohibitive cost for real-time even when using the asynchronous method due to hardware bandwidth limitations. When dealing with large resources, you can adjust settings such as [member ProjectSettings.rendering/rendering_device/staging_buffer/texture_download_region_size_px] and [member ProjectSettings.rendering/rendering_device/staging_buffer/block_size_kb] to improve the transfer speed at the cost of extra memory. [codeblock] func _texture_get_data_callback(array): value = array.decode_u32(0) ... rd.texture_get_data_async(texture, 0, _texture_get_data_callback) [/codeblock]
texture_get_format	RenderingDevice	texture_get_format(texture: RID) -> RDTextureFormat	Returns the data format used to create this texture.
texture_get_format	RenderingServer	texture_get_format(texture: RID) -> enum::Image.Format	Returns the format for the texture.
texture_get_native_handle	RenderingDevice	texture_get_native_handle(texture: RID) -> int	Returns the internal graphics handle for this texture object. For use when communicating with third-party APIs mostly with GDExtension. [b]Note:[/b] This function returns a [code]uint64_t[/code] which internally maps to a [code]GLuint[/code] (OpenGL) or [code]VkImage[/code] (Vulkan).
texture_get_native_handle	RenderingServer	texture_get_native_handle(texture: RID, srgb: bool = false) -> int	Returns the internal graphics handle for this texture object. For use when communicating with third-party APIs mostly with GDExtension. [param srgb] should be [code]true[/code] when the texture uses nonlinear sRGB encoding and [code]false[/code] when the texture uses linear encoding. [b]Note:[/b] This function returns a [code]uint64_t[/code] which internally maps to a [code]GLuint[/code] (OpenGL) or [code]VkImage[/code] (Vulkan).
texture_get_path	RenderingServer	texture_get_path(texture: RID) -> String	
texture_get_rd_texture	RenderingServer	texture_get_rd_texture(texture: RID, srgb: bool = false) -> RID	Returns a texture [RID] that can be used with [RenderingDevice]. [param srgb] should be [code]true[/code] when the texture uses nonlinear sRGB encoding and [code]false[/code] when the texture uses linear encoding.
texture_is_discardable	RenderingDevice	texture_is_discardable(texture: RID) -> bool	Returns [code]true[/code] if the [param texture] is discardable, [code]false[/code] otherwise. See [RDTextureFormat] or [method texture_set_discardable].
texture_is_format_supported_for_usage	RenderingDevice	texture_is_format_supported_for_usage(format: enum::RenderingDevice.DataFormat, usage_flags: bitfield::RenderingDevice.TextureUsageBits) -> bool	Returns [code]true[/code] if the specified [param format] is supported for the given [param usage_flags], [code]false[/code] otherwise.
texture_is_shared	RenderingDevice	texture_is_shared(texture: RID) -> bool	Returns [code]true[/code] if the [param texture] is shared, [code]false[/code] otherwise. See [RDTextureView].
texture_is_valid	RenderingDevice	texture_is_valid(texture: RID) -> bool	Returns [code]true[/code] if the [param texture] is valid, [code]false[/code] otherwise.
texture_proxy_create	RenderingServer	texture_proxy_create(base: RID) -> RID	This method does nothing and always returns an invalid [RID].
texture_proxy_update	RenderingServer	texture_proxy_update(texture: RID, proxy_to: RID) -> void	This method does nothing.
texture_rd_create	RenderingServer	texture_rd_create(rd_texture: RID, layer_type: enum::RenderingServer.TextureLayeredType = 0) -> RID	Creates a new texture object based on a texture created directly on the [RenderingDevice]. If the texture contains layers, [param layer_type] is used to define the layer type. Once finished with your RID, you will want to free the RID using the RenderingServer's [method free_rid] method. [b]Note:[/b] The RenderingServer's [method free_rid] won't free the underlying [param rd_texture], you will want to free the [param rd_texture] using [method RenderingDevice.free_rid].
texture_replace	RenderingServer	texture_replace(texture: RID, by_texture: RID) -> void	Replaces [param texture]'s texture data by the texture specified by the [param by_texture] RID, without changing [param texture]'s RID.
texture_resolve_multisample	RenderingDevice	texture_resolve_multisample(from_texture: RID, to_texture: RID) -> enum::Error	Resolves the [param from_texture] texture onto [param to_texture] with multisample antialiasing enabled. This must be used when rendering a framebuffer for MSAA to work. Returns [constant @GlobalScope.OK] if successful, [constant @GlobalScope.ERR_INVALID_PARAMETER] otherwise. [b]Note:[/b] [param from_texture] and [param to_texture] textures must have the same dimension, format and type (color or depth). [b]Note:[/b] [param from_texture] can't be copied while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to resolve this texture. [b]Note:[/b] [param from_texture] requires the [constant TEXTURE_USAGE_CAN_COPY_FROM_BIT] to be retrieved. [b]Note:[/b] [param from_texture] must be multisampled and must also be 2D (or a slice of a 3D/cubemap texture). [b]Note:[/b] [param to_texture] can't be copied while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to resolve this texture. [b]Note:[/b] [param to_texture] texture requires the [constant TEXTURE_USAGE_CAN_COPY_TO_BIT] to be retrieved. [b]Note:[/b] [param to_texture] texture must [b]not[/b] be multisampled and must also be 2D (or a slice of a 3D/cubemap texture).
texture_set_discardable	RenderingDevice	texture_set_discardable(texture: RID, discardable: bool) -> void	Updates the discardable property of [param texture]. If a texture is discardable, its contents do not need to be preserved between frames. This flag is only relevant when the texture is used as target in a draw list. This information is used by [RenderingDevice] to figure out if a texture's contents can be discarded, eliminating unnecessary writes to memory and boosting performance.
texture_set_force_redraw_if_visible	RenderingServer	texture_set_force_redraw_if_visible(texture: RID, enable: bool) -> void	
texture_set_path	RenderingServer	texture_set_path(texture: RID, path: String) -> void	
texture_set_size_override	RenderingServer	texture_set_size_override(texture: RID, width: int, height: int) -> void	
texture_update	RenderingDevice	texture_update(texture: RID, layer: int, data: PackedByteArray) -> enum::Error	Updates texture data with new data, replacing the previous data in place. The updated texture data must have the same dimensions and format. For 2D textures (which only have one layer), [param layer] must be [code]0[/code]. Returns [constant @GlobalScope.OK] if the update was successful, [constant @GlobalScope.ERR_INVALID_PARAMETER] otherwise. [b]Note:[/b] Updating textures is forbidden during creation of a draw or compute list. [b]Note:[/b] The existing [param texture] can't be updated while a draw list that uses it as part of a framebuffer is being created. Ensure the draw list is finalized (and that the color/depth texture using it is not set to [constant FINAL_ACTION_CONTINUE]) to update this texture. [b]Note:[/b] The existing [param texture] requires the [constant TEXTURE_USAGE_CAN_UPDATE_BIT] to be updatable.
throttle_configure	ENetPacketPeer	throttle_configure(interval: int, acceleration: int, deceleration: int) -> void	Configures throttle parameter for a peer. Unreliable packets are dropped by ENet in response to the varying conditions of the Internet connection to the peer. The throttle represents a probability that an unreliable packet should not be dropped and thus sent by ENet to the peer. By measuring fluctuations in round trip times of reliable packets over the specified [param interval], ENet will either increase the probability by the amount specified in the [param acceleration] parameter, or decrease it by the amount specified in the [param deceleration] parameter (both are ratios to [constant PACKET_THROTTLE_SCALE]). When the throttle has a value of [constant PACKET_THROTTLE_SCALE], no unreliable packets are dropped by ENet, and so 100% of all unreliable packets will be sent. When the throttle has a value of [code]0[/code], all unreliable packets are dropped by ENet, and so 0% of all unreliable packets will be sent. Intermediate values for the throttle represent intermediate probabilities between 0% and 100% of unreliable packets being sent. The bandwidth limits of the local and foreign hosts are taken into account to determine a sensible limit for the throttle probability above which it should not raise even in the best of conditions.
to_abgr32	Color	to_abgr32() -> int	Returns the color converted to a 32-bit integer in ABGR format (each component is 8 bits). ABGR is the reversed version of the default RGBA format. [codeblocks] [gdscript] var color = Color(1, 0.5, 0.2) print(color.to_abgr32()) # Prints 4281565439 [/gdscript] [csharp] var color = new Color(1.0f, 0.5f, 0.2f); GD.Print(color.ToAbgr32()); // Prints 4281565439 [/csharp] [/codeblocks]
to_abgr64	Color	to_abgr64() -> int	Returns the color converted to a 64-bit integer in ABGR format (each component is 16 bits). ABGR is the reversed version of the default RGBA format. [codeblocks] [gdscript] var color = Color(1, 0.5, 0.2) print(color.to_abgr64()) # Prints -225178692812801 [/gdscript] [csharp] var color = new Color(1.0f, 0.5f, 0.2f); GD.Print(color.ToAbgr64()); // Prints -225178692812801 [/csharp] [/codeblocks]
to_argb32	Color	to_argb32() -> int	Returns the color converted to a 32-bit integer in ARGB format (each component is 8 bits). ARGB is more compatible with DirectX. [codeblocks] [gdscript] var color = Color(1, 0.5, 0.2) print(color.to_argb32()) # Prints 4294934323 [/gdscript] [csharp] var color = new Color(1.0f, 0.5f, 0.2f); GD.Print(color.ToArgb32()); // Prints 4294934323 [/csharp] [/codeblocks]
to_argb64	Color	to_argb64() -> int	Returns the color converted to a 64-bit integer in ARGB format (each component is 16 bits). ARGB is more compatible with DirectX. [codeblocks] [gdscript] var color = Color(1, 0.5, 0.2) print(color.to_argb64()) # Prints -2147470541 [/gdscript] [csharp] var color = new Color(1.0f, 0.5f, 0.2f); GD.Print(color.ToArgb64()); // Prints -2147470541 [/csharp] [/codeblocks]
to_ascii_buffer	String	to_ascii_buffer() -> PackedByteArray	Converts the string to an [url=https://en.wikipedia.org/wiki/ASCII]ASCII[/url]/Latin-1 encoded [PackedByteArray]. This method is slightly faster than [method to_utf8_buffer], but replaces all unsupported characters with spaces. This is the inverse of [method PackedByteArray.get_string_from_ascii].
to_ascii_buffer	StringName	to_ascii_buffer() -> PackedByteArray	Converts the string to an [url=https://en.wikipedia.org/wiki/ASCII]ASCII[/url]/Latin-1 encoded [PackedByteArray]. This method is slightly faster than [method to_utf8_buffer], but replaces all unsupported characters with spaces. This is the inverse of [method PackedByteArray.get_string_from_ascii].
to_byte_array	PackedColorArray	to_byte_array() -> PackedByteArray	Returns a [PackedByteArray] with each color encoded as bytes.
to_byte_array	PackedFloat32Array	to_byte_array() -> PackedByteArray	Returns a copy of the data converted to a [PackedByteArray], where each element has been encoded as 4 bytes. The size of the new array will be [code]float32_array.size() * 4[/code].
to_byte_array	PackedFloat64Array	to_byte_array() -> PackedByteArray	Returns a copy of the data converted to a [PackedByteArray], where each element has been encoded as 8 bytes. The size of the new array will be [code]float64_array.size() * 8[/code].
to_byte_array	PackedInt32Array	to_byte_array() -> PackedByteArray	Returns a copy of the data converted to a [PackedByteArray], where each element has been encoded as 4 bytes. The size of the new array will be [code]int32_array.size() * 4[/code].
to_byte_array	PackedInt64Array	to_byte_array() -> PackedByteArray	Returns a copy of the data converted to a [PackedByteArray], where each element has been encoded as 8 bytes. The size of the new array will be [code]int64_array.size() * 8[/code].
to_byte_array	PackedStringArray	to_byte_array() -> PackedByteArray	Returns a [PackedByteArray] with each string encoded as UTF-8. Strings are [code]null[/code] terminated.
to_byte_array	PackedVector2Array	to_byte_array() -> PackedByteArray	Returns a [PackedByteArray] with each vector encoded as bytes.
to_byte_array	PackedVector3Array	to_byte_array() -> PackedByteArray	Returns a [PackedByteArray] with each vector encoded as bytes.
to_byte_array	PackedVector4Array	to_byte_array() -> PackedByteArray	Returns a [PackedByteArray] with each vector encoded as bytes.
to_camel_case	String	to_camel_case() -> String	Returns the string converted to [code]camelCase[/code].
to_camel_case	StringName	to_camel_case() -> String	Returns the string converted to [code]camelCase[/code].
to_color_array	PackedByteArray	to_color_array() -> PackedColorArray	Returns a copy of the data converted to a [PackedColorArray], where each block of 16 bytes has been converted to a [Color] variant. [b]Note:[/b] The size of the input array must be a multiple of 16 (size of four 32-bit float variables). The size of the new array will be [code]byte_array.size() / 16[/code]. If the original data can't be converted to [Color] variants, the resulting data is undefined.
to_dictionary	GLTFAccessor	to_dictionary() -> Dictionary	Serializes this GLTFAccessor instance into a [Dictionary].
to_dictionary	GLTFBufferView	to_dictionary() -> Dictionary	Serializes this GLTFBufferView instance into a [Dictionary].
to_dictionary	GLTFCamera	to_dictionary() -> Dictionary	Serializes this GLTFCamera instance into a [Dictionary].
to_dictionary	GLTFLight	to_dictionary() -> Dictionary	Serializes this GLTFLight instance into a [Dictionary].
to_dictionary	GLTFPhysicsBody	to_dictionary() -> Dictionary	Serializes this GLTFPhysicsBody instance into a [Dictionary]. It will be in the format expected by the [code]OMI_physics_body[/code] glTF extension.
to_dictionary	GLTFPhysicsShape	to_dictionary() -> Dictionary	Serializes this GLTFPhysicsShape instance into a [Dictionary] in the format defined by [code]OMI_physics_shape[/code].
to_float	String	to_float() -> float	Converts the string representing a decimal number into a [float]. This method stops on the first non-number character, except the first decimal point ([code].[/code]) and the exponent letter ([code]e[/code]). See also [method is_valid_float]. [codeblock] var a = "12.35".to_float() # a is 12.35 var b = "1.2.3".to_float() # b is 1.2 var c = "12xy3".to_float() # c is 12.0 var d = "1e3".to_float() # d is 1000.0 var e = "Hello!".to_float() # e is 0.0 [/codeblock]
to_float	StringName	to_float() -> float	Converts the string representing a decimal number into a [float]. This method stops on the first non-number character, except the first decimal point ([code].[/code]) and the exponent letter ([code]e[/code]). See also [method is_valid_float]. [codeblock] var a = "12.35".to_float() # a is 12.35 var b = "1.2.3".to_float() # b is 1.2 var c = "12xy3".to_float() # c is 12.0 var d = "1e3".to_float() # d is 1000.0 var e = "Hello!".to_float() # e is 0.0 [/codeblock]
